3.637331399999999917e+02 -7.477462357477213573e+01
3.637358199999999897e+02 -7.826086420022342338e+01
3.637385100000000193e+02 -7.988986890997155399e+01
3.637411900000000173e+02 -7.957039641056039159e+01
3.637438799999999901e+02 -7.731571618548028368e+01
3.637465599999999881e+02 -7.325211389771016002e+01
3.637492300000000114e+02 -6.759614889164251395e+01
3.637519100000000094e+02 -6.058053938554724027e+01
3.637545900000000074e+02 -5.256459918457051117e+01
3.637572700000000054e+02 -4.393794835071140170e+01
3.637599500000000035e+02 -3.511989093919763150e+01
3.637626200000000267e+02 -2.657008840845657360e+01
3.637653099999999995e+02 -1.861245706870742822e+01
3.637679800000000228e+02 -1.174876801681253369e+01
3.637706699999999955e+02 -6.212717449468755149e+00
3.637733400000000188e+02 -2.353382880223158224e+00
3.637760299999999916e+02 -3.021676702787630120e-01
3.637787200000000212e+02 -1.948590453769512010e-01
3.637814000000000192e+02 -2.026337264677209760e+00
3.637867499999999836e+02 -1.102502380421216088e+01
3.637894299999999816e+02 -1.777180208293353303e+01
3.637921000000000049e+02 -2.556824001528934787e+01
3.637947899999999777e+02 -3.412616136207947903e+01
3.637947899999999777e+02 -3.412616136207947903e+01
3.637974699999999757e+02 -4.293882793992396074e+01
3.638001600000000053e+02 -5.164020031607614669e+01
3.638028400000000033e+02 -5.974291067247782649e+01
3.638055200000000013e+02 -6.688600383022378537e+01
