3.497461400000000253e+02 -5.265285884886900192e+00
3.497488299999999981e+02 -1.753059233975420739e+00
3.497515099999999961e+02 -1.161903214828257092e-01
3.497542000000000257e+02 -4.226674871692210900e-01
3.497568699999999922e+02 -2.643524332848336655e+00
3.497595600000000218e+02 -6.703144700587344573e+00
3.497622700000000009e+02 -1.244098981987952612e+01
3.497649400000000242e+02 -1.943515447688398012e+01
3.497676200000000222e+02 -2.745277563439223911e+01
3.497702899999999886e+02 -3.604745042255960641e+01
3.497729699999999866e+02 -4.486554557138654786e+01
3.497756400000000099e+02 -5.341608964399199522e+01
3.497783400000000142e+02 -6.140300487916876193e+01
3.497810099999999807e+02 -6.826418399919376157e+01
3.497837000000000103e+02 -7.379707429014332831e+01
3.497863699999999767e+02 -7.765279750994294261e+01
3.497890600000000063e+02 -7.970007325805181608e+01
3.497917400000000043e+02 -7.980658480792830289e+01
3.497943999999999960e+02 -7.799891942137710998e+01
3.497971000000000004e+02 -7.430399835337306058e+01
3.497997700000000236e+02 -6.898508975385378506e+01
3.498024700000000280e+02 -6.218555295319022491e+01
3.498051600000000008e+02 -5.432237598300613968e+01
3.498078300000000240e+02 -4.582311738436857951e+01
3.498105100000000220e+02 -3.701004079243363520e+01
3.498131999999999948e+02 -2.831075598014323447e+01
3.498158700000000181e+02 -2.024117602149566508e+01
3.498185500000000161e+02 -1.310044957786431041e+01
