3.497461400000000253e+02 -3.128269731161582001e+01 1.545946358536243714e+01
3.497488299999999981e+02 -2.456749898045156044e+01 5.028468706785576359e+01
3.497515099999999961e+02 -1.782499724270824260e+01 1.924738728162276047e+01
3.497542000000000257e+02 -1.133524598349569956e+01 3.097811347847894581e+01
3.497568699999999922e+02 -5.482191234244261580e+00 2.632606968900923405e+01
3.497595600000000218e+02 -4.651189208531434360e-01 1.728240186418771529e+01
3.497622700000000009e+02 3.448039214058795210e+00 2.054948605221224511e+01
3.497649400000000242e+02 5.994326693993730970e+00 1.698647032541737900e+01
3.497676200000000222e+02 7.118975775585340671e+00 1.891594395819998198e+01
3.497702899999999886e+02 6.759368561575040957e+00 1.596846583204741776e+01
3.497729699999999866e+02 4.930301315712213750e+00 1.743628626434829343e+01
3.497756400000000099e+02 1.733612332854995941e+00 1.657216617113890678e+01
3.497783400000000142e+02 -2.736351806615004989e+00 1.647746807873240016e+01
3.497810099999999807e+02 -8.165001639329796390e+00 1.735342543349259969e+01
3.497837000000000103e+02 -1.438187837266665170e+01 1.706933115627307274e+01
3.497863699999999767e+02 -2.099497477109501276e+01 2.297612467012901405e+01
3.497890600000000063e+02 -2.777912686549428400e+01 1.748363531055154496e+01
3.497917400000000043e+02 -3.433021578212208880e+01 2.839759046040159518e+01
3.497943999999999960e+02 -4.031274953546213169e+01 2.011150737483214357e+01
3.497971000000000004e+02 -4.556069997508486580e+01 2.501213365686893297e+01
3.497997700000000236e+02 -4.968106601434937630e+01 4.324151644512173220e+01
3.498024700000000280e+02 -5.256279236700132174e+01 2.675221110483852271e+01
3.498051600000000008e+02 -5.400834613831371200e+01 2.103481377579559819e+01
3.498078300000000240e+02 -5.396601648433680509e+01 2.207649279226718519e+01
3.498105100000000220e+02 -5.244562010534899343e+01 2.510683174927544314e+01
3.498131999999999948e+02 -4.950502884129369363e+01 2.288142657772250388e+01
3.498158700000000181e+02 -4.532671786562988814e+01 2.237242433103752148e+01
3.498185500000000161e+02 -4.007423094487448623e+01 1.796896303413490159e+01
