3.986920600000000263e+02 -2.448396399696839865e+00
3.986947299999999927e+02 -6.362581941260742724e+00
3.986974200000000224e+02 -1.194657662173579737e+01
3.987000899999999888e+02 -1.884827979483334914e+01
3.987027800000000184e+02 -2.683270095268147060e+01
3.987054499999999848e+02 -3.539637975634823874e+01
3.987081299999999828e+02 -4.421495092113913472e+01
3.987108200000000124e+02 -5.285987800806901049e+01
3.987135200000000168e+02 -6.090320719557873019e+01
3.987161899999999832e+02 -6.784443301638597745e+01
3.987188699999999812e+02 -7.346038094247575145e+01
3.987215499999999793e+02 -7.744996497731152374e+01
3.987242200000000025e+02 -7.961471681632578168e+01
3.987269099999999753e+02 -7.986285183935085286e+01
3.987295799999999986e+02 -7.817872380988359282e+01
3.987322599999999966e+02 -7.463617916949696962e+01
3.987349500000000262e+02 -6.938776166587672378e+01
3.987376399999999990e+02 -6.270029673660002345e+01
3.987403100000000222e+02 -5.496243133108553280e+01
3.987429999999999950e+02 -4.643762576891069926e+01
3.987456799999999930e+02 -3.763049909024223183e+01
3.987483500000000163e+02 -2.897023402427434746e+01
3.987510399999999890e+02 -2.078423743066950280e+01
3.987537199999999871e+02 -1.356392611207943588e+01
3.987564199999999914e+02 -7.589864529935873350e+00
3.987591100000000210e+02 -3.227584668340533369e+00
3.987617799999999875e+02 -6.779975591436766535e-01
3.987644500000000107e+02 -2.550322508918156927e-02
