3.977251400000000103e+02 -6.749417794003333881e+01
3.977278299999999831e+02 -7.321054581642756887e+01
3.977305099999999811e+02 -7.728875387639698147e+01
3.977332000000000107e+02 -7.955941128314506727e+01
3.977358800000000087e+02 -7.989533748436829796e+01
3.977385699999999815e+02 -7.828257958225212576e+01
3.977412400000000048e+02 -7.482769751390472379e+01
3.977439200000000028e+02 -6.967044732640874827e+01
3.977466000000000008e+02 -6.307104547148304619e+01
3.977492700000000241e+02 -5.538070296605435772e+01
3.977519699999999716e+02 -4.685088248590781745e+01
3.977546699999999760e+02 -3.798310238147654871e+01
3.977573300000000245e+02 -2.934188128647407723e+01
3.977600299999999720e+02 -2.109470085660944960e+01
3.977626999999999953e+02 -1.385491670602220537e+01
3.977653799999999933e+02 -7.856867809698115934e+00
3.977680799999999977e+02 -3.394522039132297664e+00
3.977707700000000273e+02 -7.442720475312540884e-01
3.977734399999999937e+02 -1.445294224235027514e-02
3.977761100000000170e+02 -1.213739368985912392e+00
3.977840199999999982e+02 -1.510446861063915591e+01
3.977866900000000214e+02 -2.254021782335117408e+01
3.977893799999999942e+02 -3.088251212425955217e+01
3.977920599999999922e+02 -3.963829640824521761e+01
3.977947300000000155e+02 -4.837942346977462194e+01
3.977974300000000198e+02 -5.680609903530563543e+01
3.978001199999999926e+02 -6.437758262010049748e+01
3.978027900000000159e+02 -7.071314882715820715e+01
3.978057600000000207e+02 -7.600865250462567246e+01
